,Unnamed: 0,Unnamed: 0.1,created_on,distancia_minima_privado,distancia_minima_publico,distancia_minima_subte,distancia_obelisco,floor,id,lat,lon,place_name_encoded,price,property_type_encoded,rooms,state_name_encoded,surface_covered_in_m2,surface_total_in_m2,cluster
12,12,,2017-08-01,0.0036354414000000002,0.022072,0.0115305130985,0.0279503233,0.0,2263415,-34.611575200000004,-58.3622028767,498,,2,2.0,4,64.0,64.0,52
13,13,,2017-08-01,0.0036354414000000002,0.022072,0.00995409356059,0.10172647119999999,0.0,2263416,-34.5622109457,-58.442515416899994,148,,2,2.0,4,160.0,160.0,138
14,14,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263417,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
15,15,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263418,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
16,16,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263419,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
17,17,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263420,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
18,18,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263421,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
19,19,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263422,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
20,20,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263423,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
21,21,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263424,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
22,22,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263425,-34.597773,-58.44223829999999,631,,2,2.0,4,50.0,50.0,15
23,23,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263426,-34.597773,-58.44223829999999,631,,2,2.0,4,51.0,51.0,15
24,24,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263427,-34.597773,-58.44223829999999,631,,2,2.0,4,51.0,51.0,15
25,25,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263428,-34.597773,-58.44223829999999,631,,2,2.0,4,51.0,51.0,15
26,26,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263429,-34.597773,-58.44223829999999,631,,2,2.0,4,51.0,51.0,15
27,27,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263430,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
28,28,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263431,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
29,29,,2017-08-01,0.0036354414000000002,0.022072,0.0072998581114,0.0699770808,0.0,2263432,-34.5929869403,-58.4415420211,631,,2,2.0,4,39.0,39.0,15
30,30,,2017-08-01,0.0036354414000000002,0.022072,0.0072998581114,0.0699770808,0.0,2263433,-34.5929869403,-58.4415420211,631,,2,2.0,4,39.0,39.0,15
31,31,,2017-08-01,0.0036354414000000002,0.022072,0.0072998581114,0.0699770808,0.0,2263434,-34.5929869403,-58.4415420211,631,,2,2.0,4,39.0,39.0,15
32,32,,2017-08-01,0.0036354414000000002,0.022072,0.0072998581114,0.0699770808,0.0,2263436,-34.5929869403,-58.4415420211,631,,2,2.0,4,39.0,39.0,15
33,33,,2017-08-01,0.0036354414000000002,0.022072,0.0072998581114,0.0699770808,0.0,2263437,-34.5929869403,-58.4415420211,631,,2,2.0,4,39.0,39.0,15
34,34,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263438,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
35,35,,2017-08-01,0.0036354414000000002,0.022072,0.0072998581114,0.0699770808,0.0,2263439,-34.5929869403,-58.4415420211,631,,2,2.0,4,39.0,39.0,15
36,36,,2017-08-01,0.0036354414000000002,0.022072,0.0072998581114,0.0699770808,0.0,2263440,-34.5929869403,-58.4415420211,631,,2,2.0,4,39.0,39.0,15
37,37,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263441,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
38,38,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263442,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
39,39,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263443,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
40,40,,2017-08-01,0.0036354414000000002,0.022072,0.00366116574331,0.06588730000000001,0.0,2263444,-34.597773,-58.44223829999999,631,,2,2.0,4,39.0,39.0,15
41,41,,2017-08-01,0.0036354414000000002,0.022072,0.000623610669798,0.07623122730000001,0.0,2263445,-34.6201057833,-58.440853444,173,,2,2.0,4,108.0,110.0,100
42,42,,2017-08-01,0.0036354414000000002,0.022072,0.0033879354414999997,0.11221411215,0.0,2263453,-34.56320685,-58.453998962200004,148,,2,2.0,4,30.0,37.0,156
43,43,,2017-08-01,0.0036354414000000002,0.022072,0.0115305130985,0.0279503233,0.0,2263460,-34.611575200000004,-58.3622028767,498,,2,2.0,4,64.0,64.0,52
44,44,,2017-08-01,0.0036354414000000002,0.022072,0.0115305130985,0.0279503233,0.0,2263461,-34.611575200000004,-58.3622028767,498,,2,2.0,4,64.0,64.0,52
45,45,,2017-08-01,0.0036354414000000002,0.022072,0.000623610669798,0.07623122730000001,0.0,2263464,-34.6201057833,-58.440853444,173,,2,2.0,4,40.0,42.0,156
46,46,,2017-08-01,0.0036354414000000002,0.022072,0.0033879354414999997,0.11221411215,0.0,2263467,-34.56320685,-58.453998962200004,148,,2,2.0,4,38.0,38.0,156
47,47,,2017-08-01,0.0036354414000000002,0.022072,0.008119404490390001,0.07540118009999999,0.0,2263471,-34.640446783899996,-58.419682396199995,161,,3,2.0,4,70.0,78.0,8
48,48,,2017-08-01,0.0036354414000000002,0.022072,0.008119404490390001,0.07540118009999999,0.0,2263472,-34.640446783899996,-58.419682396199995,477,,3,2.0,4,70.0,78.0,52
49,49,,2017-08-01,0.0036354414000000002,0.022072,0.0116732634118,0.051777553600000005,0.0,2263476,-34.5787510964,-58.40910665,467,,2,2.0,4,88.0,88.0,52
50,50,,2017-08-01,0.0036354414000000002,0.022072,0.000623610669798,0.07623122730000001,0.0,2263477,-34.6201057833,-58.440853444,173,,2,2.0,4,126.0,182.0,35
51,51,,2017-08-01,0.0036354414000000002,0.022072,0.0039315962691,0.0614764,0.0,2263480,-34.5832422,-58.4232966,466,,2,2.0,4,88.0,88.0,52
52,52,,2017-08-01,0.0036354414000000002,0.022072,0.0036079774934,0.0329996014,0.0,2263482,-34.593479584200004,-58.40505718560001,511,,2,2.0,4,73.0,84.0,127
53,53,,2017-08-01,0.0036354414000000002,0.022072,0.122298042684,0.181639105,0.0,2263633,-34.760638155,-58.40572895,398,,1,2.0,2,450.0,450.0,140
54,54,,2017-08-01,0.0036354414000000002,0.022072,0.0207437176813,0.1050788535,0.0,2263638,-34.6150652968,-58.4747415567,293,,2,2.0,4,38.0,42.0,29
55,55,,2017-08-01,0.0036354414000000002,0.022072,0.008613362968299999,0.10548910939999999,0.0,2263652,-34.6235752313,-58.466641878100006,293,,3,2.0,4,206.0,286.0,126
56,56,,2017-08-01,0.0036354414000000002,0.022072,0.718573491679,0.74333651,0.0,2264067,-34.921332,-57.95657349,372,,2,2.0,2,45.0,49.0,111
57,57,,2017-08-01,0.0036354414000000002,0.022072,0.0033879354414999997,0.11221411215,0.0,2264075,-34.56320685,-58.453998962200004,148,,2,2.0,4,33.0,35.0,156
58,58,,2017-08-01,0.0036354414000000002,0.022072,0.142924205017,0.18079820000000002,0.0,2264078,-34.7726365,-58.3928897,586,,1,2.0,2,115.0,115.0,152
59,59,,2017-08-01,0.0036354414000000002,0.022072,0.000157037869805,0.07669780009999999,0.0,2264079,-34.620403309299995,-58.4410224908,173,,2,2.0,4,77.0,77.0,8
60,60,,2017-08-01,0.0036354414000000002,0.022072,0.0171815137018,0.1453401555,0.0,2264080,-34.5415973493,-58.465515504799995,457,,1,2.0,4,279.0,69.0,2
61,61,,2017-08-01,0.0036354414000000002,0.022072,0.051548375900400005,0.17178429999999997,0.0,2264151,-34.6535417,-58.5029706,433,,2,2.0,4,32.0,35.0,80
62,62,,2017-08-01,0.0036354414000000002,0.022072,0.1682294359,0.28846536,0.0,2264153,-34.65332413,-58.61986923,450,,1,2.0,1,98.0,77.0,2
63,63,,2017-08-01,0.0036354414000000002,0.022072,0.012148554100799997,0.08122504400000001,0.0,2264155,-34.636523621900004,-58.4294294221,182,,1,2.0,4,211.0,246.0,112
64,64,,2017-08-01,0.0036354414000000002,0.022072,0.0048892462361999995,0.0132229957,0.0,2264158,-34.613408336,-58.3845426597,445,,2,2.0,4,34.0,37.0,80
65,65,,2017-08-01,0.0036354414000000002,0.022072,0.107838537836,0.1838148,0.0,2264162,-34.60560545,-58.56293735,191,,2,2.0,1,54.0,61.0,61
66,66,,2017-08-01,0.0036354414000000002,0.022072,0.0246942141795,0.0494572325,0.0,2264164,-34.63185258,-58.3609733475,159,,2,2.0,4,56.0,35.0,156
67,67,,2017-08-01,0.0036354414000000002,0.022072,0.718573491679,0.74333651,0.0,2264168,-34.921332,-57.95657349,372,,1,2.0,2,134.0,65.0,111
68,68,,2017-08-01,0.0036354414000000002,0.022072,0.0246942141795,0.0494572325,0.0,2264173,-34.63185258,-58.3609733475,159,,2,2.0,4,56.0,35.0,156
69,69,,2017-08-01,0.0036354414000000002,0.022072,0.000623610669798,0.07623122730000001,0.0,2264178,-34.6201057833,-58.440853444,173,,2,2.0,4,74.0,83.0,8
70,70,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264183,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
71,71,,2017-08-01,0.0036354414000000002,0.022072,0.0107426141135,0.11693062189999999,0.0,2264189,-34.5670161069,-58.4625247288,148,,2,2.0,4,30.0,70.0,8
72,72,,2017-08-01,0.0036354414000000002,0.022072,0.718573491679,0.74333651,0.0,2264198,-34.921332,-57.95657349,372,,1,2.0,2,83.0,65.0,111
73,73,,2017-08-01,0.0036354414000000002,0.022072,0.718573491679,0.74333651,0.0,2264199,-34.921332,-57.95657349,372,,3,2.0,2,83.0,65.0,111
74,74,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264206,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
75,75,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264212,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
76,76,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264215,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
77,77,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264218,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
78,78,,2017-08-01,0.0036354414000000002,0.022072,0.007784115045199999,0.0834723612,0.0,2264219,-34.5701787108,-58.432229072,466,,2,2.0,4,85.0,90.0,52
79,79,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264221,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
80,80,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264227,-34.6242582776,-58.4470460901,182,,2,2.0,4,68.0,94.0,100
81,81,,2017-08-01,0.0036354414000000002,0.022072,0.007784115045199999,0.0834723612,0.0,2264229,-34.5701787108,-58.432229072,466,,2,2.0,4,85.0,90.0,52
82,82,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264234,-34.6242582776,-58.4470460901,182,,2,2.0,4,91.0,117.0,100
83,83,,2017-08-01,0.0036354414000000002,0.022072,0.718573491679,0.74333651,0.0,2264240,-34.921332,-57.95657349,372,,2,2.0,2,42.0,65.0,111
84,84,,2017-08-01,0.0036354414000000002,0.022072,0.005429347152109999,0.10889172970000001,0.0,2264242,-34.5681502315,-58.4556199612,148,,2,2.0,4,35.0,75.0,8
85,85,,2017-08-01,0.0036354414000000002,0.022072,0.0087302138396,0.0649011387,0.0,2264248,-34.630529538699996,-58.4190996,161,,2,2.0,4,46.0,49.0,156
86,86,,2017-08-01,0.0036354414000000002,0.022072,0.0112808793882,0.0408969088,0.0,2264249,-34.5956684902,-58.415143398999994,466,,2,2.0,4,88.0,100.0,136
87,87,,2017-08-01,0.0036354414000000002,0.022072,0.012124781067299998,0.0567032756,0.0,2264259,-34.593015016500004,-58.4282962921,469,,2,2.0,4,40.0,45.0,65
88,88,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264265,-34.6242582776,-58.4470460901,182,,2,2.0,4,62.0,115.0,100
89,89,,2017-08-01,0.0036354414000000002,0.022072,0.0137695802479,0.1122636201,0.0,2264270,-34.556864822600005,-58.4477064427,148,,2,2.0,4,94.0,75.0,8
90,90,,2017-08-01,0.0036354414000000002,0.022072,0.111967805017,0.1537203,0.0,2264272,-34.74361935,-58.39482895,39,,3,2.0,2,12.0,67.0,153
91,91,,2017-08-01,0.0036354414000000002,0.022072,0.0034904155719,0.0283329847,0.0,2264274,-34.5906282762,-58.397539260900004,511,,2,2.0,4,113.0,113.0,133
92,92,,2017-08-01,0.0036354414000000002,0.022072,0.0072718081726000005,0.07398536145,0.0,2264284,-34.5819637973,-58.4345271588,468,,2,2.0,4,19.0,80.0,52
93,93,,2017-08-01,0.0036354414000000002,0.022072,0.0072718081726000005,0.07398536145,0.0,2264285,-34.5819637973,-58.4345271588,468,,2,2.0,4,33.0,37.0,65
94,94,,2017-08-01,0.0036354414000000002,0.022072,0.0072718081726000005,0.07398536145,0.0,2264286,-34.5819637973,-58.4345271588,468,,2,2.0,4,33.0,37.0,65
95,95,,2017-08-01,0.0036354414000000002,0.022072,0.20471498168,0.22947800000000002,0.0,2264290,-34.7203,-58.2694,19,,1,2.0,2,213.0,50.0,24
96,96,,2017-08-01,0.0036354414000000002,0.022072,0.111967805017,0.1537203,0.0,2264296,-34.74361935,-58.39482895,39,,1,2.0,2,170.0,170.0,74
97,97,,2017-08-01,0.0036354414000000002,0.022072,0.0039315962691,0.0614764,0.0,2264298,-34.5832422,-58.4232966,466,,2,2.0,4,87.0,95.0,52
98,98,,2017-08-01,0.0036354414000000002,0.022072,0.00490304170408,0.093745349,0.0,2264305,-34.623443168,-58.455030181000005,173,,2,2.0,4,33.0,60.0,156
99,99,,2017-08-01,0.0036354414000000002,0.022072,0.718573491679,0.74333651,0.0,2264312,-34.921332,-57.95657349,372,,1,2.0,2,205.0,205.0,68
100,100,,2017-08-01,0.0036354414000000002,0.022072,0.0033879354414999997,0.11221411215,0.0,2264318,-34.56320685,-58.453998962200004,148,,2,2.0,4,35.0,38.0,156
101,101,,2017-08-01,0.0036354414000000002,0.022072,0.00019278172429400002,0.0313688104,0.0,2264320,-34.587425443,-58.3973722534,511,,2,2.0,4,39.0,44.0,115
102,102,,2017-08-01,0.0036354414000000002,0.022072,0.00831252056059,0.1004192436,0.0,2264323,-34.563685346,-58.4426825896,148,,2,2.0,4,65.0,157.0,138
103,103,,2017-08-01,0.0036354414000000002,0.022072,0.00831252056059,0.1004192436,0.0,2264376,-34.563685346,-58.4426825896,148,,2,2.0,4,65.0,157.0,138
104,104,,2017-08-01,0.0036354414000000002,0.022072,0.0033879354414999997,0.11221411215,0.0,2264474,-34.56320685,-58.453998962200004,148,,2,2.0,4,93.0,113.0,100
105,105,,2017-08-01,0.0036354414000000002,0.022072,0.011965482680799997,0.1263794629,0.0,2264479,-34.5706388726,-58.4755963355,661,,2,2.0,4,39.0,46.0,15
106,106,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264482,-34.6242582776,-58.4470460901,182,,2,2.0,4,77.0,77.0,61
107,107,,2017-08-01,0.0036354414000000002,0.022072,0.111967805017,0.1537203,0.0,2264491,-34.74361935,-58.39482895,39,,1,2.0,2,70.0,67.0,153
108,108,,2017-08-01,0.0036354414000000002,0.022072,0.0072718081726000005,0.07398536145,0.0,2264514,-34.5819637973,-58.4345271588,468,,2,2.0,4,40.0,44.0,65
109,109,,2017-08-01,0.0036354414000000002,0.022072,0.000623610669798,0.07623122730000001,0.0,2264518,-34.6201057833,-58.440853444,173,,2,2.0,4,66.0,70.0,8
110,110,,2017-08-01,0.0036354414000000002,0.022072,0.142924205017,0.18079820000000002,0.0,2264525,-34.7726365,-58.3928897,586,,2,2.0,2,78.0,140.0,28
111,111,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264537,-34.815759,-58.472768099999996,448,,2,2.0,2,82.0,97.0,136
112,112,,2017-08-01,0.0036354414000000002,0.022072,0.03515156352,0.1527438186,0.0,2264545,-34.6419903279,-58.495481490699994,641,,2,2.0,4,50.0,66.0,69
113,113,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264549,-34.815759,-58.472768099999996,448,,2,2.0,2,47.0,50.0,80
114,114,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264569,-34.815759,-58.472768099999996,448,,2,2.0,2,52.0,57.0,2
115,115,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264570,-34.815759,-58.472768099999996,448,,2,2.0,2,53.0,58.0,2
116,116,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264571,-34.815759,-58.472768099999996,448,,2,2.0,2,52.0,57.0,2
117,117,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264572,-34.815759,-58.472768099999996,448,,2,2.0,2,53.0,58.0,2
118,118,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264573,-34.815759,-58.472768099999996,448,,2,2.0,2,54.0,59.0,2
119,119,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264574,-34.815759,-58.472768099999996,448,,2,2.0,2,74.0,79.0,2
120,120,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264575,-34.815759,-58.472768099999996,448,,2,2.0,2,36.0,38.0,80
121,121,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264576,-34.815759,-58.472768099999996,448,,2,2.0,2,53.0,58.0,2
122,122,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264577,-34.815759,-58.472768099999996,448,,2,2.0,2,54.0,59.0,2
123,123,,2017-08-01,0.0036354414000000002,0.022072,0.1835631759,0.3037991,0.0,2264578,-34.815759,-58.472768099999996,448,,2,2.0,2,71.0,81.0,2
124,124,,2017-08-01,0.0036354414000000002,0.022072,0.0033879354414999997,0.11221411215,0.0,2264589,-34.56320685,-58.453998962200004,148,,2,2.0,4,109.0,170.0,138
125,125,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264598,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
126,126,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264600,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
127,127,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264603,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
128,128,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264604,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
129,129,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264607,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
130,130,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264610,-34.6242582776,-58.4470460901,182,,2,2.0,4,59.0,62.0,61
131,131,,2017-08-01,0.0036354414000000002,0.022072,0.142924205017,0.18079820000000002,0.0,2264617,-34.7726365,-58.3928897,586,,1,2.0,2,126.0,140.0,28
132,132,,2017-08-01,0.0036354414000000002,0.022072,0.031941353079499996,0.056704371399999995,0.0,2264618,-34.6375278046,-58.3594014332,159,,2,2.0,4,56.0,53.0,156
133,133,,2017-08-01,0.0036354414000000002,0.022072,0.017448525349599998,0.1349545,0.0,2264619,-34.560968100000004,-58.474500600000006,211,,2,2.0,4,54.0,57.0,123
134,134,,2017-08-01,0.0036354414000000002,0.022072,0.051548375900400005,0.17178429999999997,0.0,2264629,-34.6535417,-58.5029706,433,,3,2.0,4,65.0,73.0,2
135,135,,2017-08-01,0.0036354414000000002,0.022072,0.0023308886369999998,0.08657636769999999,0.0,2264633,-34.6242582776,-58.4470460901,182,,3,2.0,4,50.0,85.0,61
136,136,,2017-08-01,0.0036354414000000002,0.022072,0.0032221696636199997,0.0290247085,0.0,2264637,-34.5929980915,-58.40060079999999,114,,2,2.0,4,90.0,106.0,116
137,137,,2017-08-01,0.0036354414000000002,0.022072,0.13618561758099998,0.22401684019999998,0.0,2264686,-34.6168133402,-58.591931499999994,263,,1,2.0,1,150.0,150.0,23
138,138,,2017-08-01,0.0036354414000000002,0.022072,0.122298042684,0.181639105,0.0,2264690,-34.760638155,-58.40572895,398,,2,2.0,2,52.0,52.0,111
139,139,,2017-08-01,0.0036354414000000002,0.022072,0.006935154077399999,0.08819232369999999,0.0,2264695,-34.5745642487,-58.441334572399995,466,,2,2.0,4,40.0,57.0,65
140,140,,2017-08-01,0.0036354414000000002,0.022072,0.0017398766139000003,0.13407888055,0.0,2264699,-34.5731537525,-58.4858106331,661,,2,2.0,4,54.0,57.0,15
141,141,,2017-08-01,0.0036354414000000002,0.022072,0.0051782281774,0.0864353978,0.0,2264702,-34.5744697838,-58.439483181599996,148,,1,2.0,4,40.0,40.0,156
142,142,,2017-08-01,0.0036354414000000002,0.022072,0.03515156352,0.1527438186,0.0,2264709,-34.6419903279,-58.495481490699994,641,,2,2.0,4,50.0,66.0,69
143,143,,2017-08-01,0.0036354414000000002,0.022072,0.0026462966683,0.1088390259,0.0,2264714,-34.6282337227,-58.4653333032,293,,2,3.0,4,53.0,53.0,29
144,144,,2017-08-01,0.0036354414000000002,0.022072,0.0082431719548,0.0834480538,0.0,2264717,-34.578204508,-58.4402305618,212,,2,2.0,4,33.0,38.0,123
145,145,,2017-08-01,0.0036354414000000002,0.022072,0.0058642494479899995,0.0751468663,0.0,2264718,-34.6166191023,-58.44325576399999,173,,2,2.0,4,35.0,47.0,156
146,146,,2017-08-01,0.0036354414000000002,0.022072,0.00574316638571,0.1392316,0.0,2264723,-34.570884,-58.4886936,661,,3,3.0,4,74.0,96.0,69
147,147,,2017-08-01,0.0036354414000000002,0.022072,0.005506695678090001,0.06671351219999999,0.0,2264731,-34.5765030508,-58.421794563,466,,2,2.0,4,59.0,63.0,52
148,148,,2017-08-01,0.0036354414000000002,0.022072,0.0127200713243,0.0438961,0.0,2264732,-34.57892460000001,-58.40139870000001,467,,2,5.0,4,300.0,320.0,141
149,149,,2017-08-01,0.0036354414000000002,0.022072,0.00871628979851,0.025136099999999998,0.0,2264733,-34.609405100000004,-58.362846999999995,498,,2,3.0,4,175.0,175.0,130
150,150,,2017-08-01,0.0036354414000000002,0.022072,0.0664879378361,0.1424642,0.0,2264734,-34.603919700000006,-58.5232725,632,,1,2.0,4,150.0,165.0,95
151,151,,2017-08-01,0.0036354414000000002,0.022072,0.00454748167949,0.029310500000000003,0.0,2264735,-34.628651,-58.37791850000001,41,,2,2.0,4,60.0,60.0,153
152,152,,2017-08-01,0.0036354414000000002,0.022072,0.00968726390278,0.07356900000000001,0.0,2264736,-34.571149600000005,-58.4232966,466,,2,5.0,4,223.0,314.0,141
153,153,,2017-08-01,0.0036354414000000002,0.022072,0.009506997845190001,0.0834285,0.0,2264737,-34.5693392,-58.43134570000001,384,,2,4.0,4,128.0,144.0,132
154,154,,2017-08-01,0.0036354414000000002,0.022072,0.00968726390278,0.07356900000000001,0.0,2264744,-34.571149600000005,-58.4232966,466,,2,5.0,4,223.0,314.0,141
155,155,,2017-08-01,0.0036354414000000002,0.022072,0.0109169173281,0.0235295026,0.0,2264745,-34.5858263508,-58.3879338534,511,,2,4.0,4,120.0,120.0,133
